mat,bieu,series,tinh,nam,ky,vnd,nghin_ty
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cần Thơ,2020,Quý 1,3625682000000,3.6257
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cần Thơ,2020,Quý 2,3150399000000,3.1504
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cần Thơ,2020,Quý 3,2786392000000,2.7864
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cần Thơ,2020,Quý 4,857487000000,0.8575
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cần Thơ,2023,Quý 1,5913581000000,5.9136
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cần Thơ,2023,Quý 2,46370000000,0.0464
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cần Thơ,2023,Quý 3,3956916000000,3.9569
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Cần Thơ,2023,Quý 4,4099506000000,4.0995
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2018,Quý 1,7337450000000,7.3374
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2018,Quý 2,288864000000,0.2889
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2018,Quý 3,3573253000000,3.5733
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2018,Quý 4,6148481000000,6.1485
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2020,Quý 1,4261131000000,4.2611
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2020,Quý 2,3902576000000,3.9026
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2020,Quý 3,4175393000000,4.1754
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2020,Quý 4,12560439000000,12.5604
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2023,Quý 1,4585342000000,4.5853
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2023,Quý 2,4874004000000,4.874
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2023,Quý 3,7404693000000,7.4047
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hà Tĩnh,2023,Quý 4,7774418000000,7.7744
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hải Phòng,2023,Quý 1,6162279000000,6.1623
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hải Phòng,2023,Quý 2,7660126000000,7.6601
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hải Phòng,2023,Quý 3,6825329000000,6.8253
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Hải Phòng,2023,Quý 4,13141283000000,13.1413
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Khánh Hòa,2018,Quý 1,2704611000000,2.7046
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Khánh Hòa,2018,Quý 2,2187402000000,2.1874
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Khánh Hòa,2018,Quý 3,2894899000000,2.8949
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Khánh Hòa,2018,Quý 4,0,0.0
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Khánh Hòa,2021,Quý 1,2593297000000,2.5933
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Khánh Hòa,2021,Quý 2,0,0.0
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Khánh Hòa,2021,Quý 3,5476071000000,5.4761
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Khánh Hòa,2021,Quý 4,3125375000000,3.1254
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Khánh Hòa,2022,Quý 1,2858626000000,2.8586
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Khánh Hòa,2022,Quý 2,2428651000000,2.4287
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Khánh Hòa,2022,Quý 3,2840427000000,2.8404
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Khánh Hòa,2022,Quý 4,3482986000000,3.483
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2018,Quý 1,1906942000000,1.9069
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2018,Quý 2,1742058000000,1.7421
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2018,Quý 3,2017128000000,2.0171
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2018,Quý 4,4284872000000,4.2849
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2020,Quý 1,2027011000000,2.027
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2020,Quý 2,1759222000000,1.7592
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2020,Quý 3,2061123000000,2.0611
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2020,Quý 4,2627758000000,2.6278
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2021,Quý 1,1430183000000,1.4302
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2021,Quý 2,1898650000000,1.8986
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2021,Quý 3,1947138000000,1.9471
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2021,Quý 4,2498591000000,2.4986
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2022,Quý 1,1932121000000,1.9321
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2022,Quý 2,1814425000000,1.8144
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2022,Quý 3,1380971000000,1.381
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lai Châu,2022,Quý 4,3747271000000,3.7473
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lâm Đồng,2022,Quý 1,5029805000000,5.0298
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lâm Đồng,2022,Quý 2,3639171000000,3.6392
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lâm Đồng,2022,Quý 3,3205668000000,3.2057
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lâm Đồng,2022,Quý 4,5138971000000,5.139
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lạng Sơn,2019,Quý 1,2131158000000,2.1312
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lạng Sơn,2019,Quý 2,3099169000000,3.0992
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lạng Sơn,2019,Quý 3,1620740000000,1.6207
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lạng Sơn,2019,Quý 4,3713749000000,3.7137
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lạng Sơn,2020,Quý 1,2131158000000,2.1312
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lạng Sơn,2020,Quý 2,2348793000000,2.3488
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lạng Sơn,2020,Quý 3,2640200000000,2.6402
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Lạng Sơn,2020,Quý 4,3405244000000,3.4052
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Nghệ An,2018,Quý 1,5294638000000,5.2946
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Nghệ An,2018,Quý 2,6013042000000,6.013
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Nghệ An,2018,Quý 3,6058780000000,6.0588
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Nghệ An,2018,Quý 4,7398170000000,7.3982
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Phú Thọ,2019,Quý 1,2998503000000,2.9985
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Phú Thọ,2019,Quý 2,3170276000000,3.1703
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Phú Thọ,2019,Quý 3,2625941000000,2.6259
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Phú Thọ,2019,Quý 4,5346941000000,5.3469
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2018,Quý 1,1889071000000,1.8891
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2018,Quý 2,3405250000000,3.4053
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2018,Quý 3,4966118000000,4.9661
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2018,Quý 4,5569223000000,5.5692
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2019,Quý 1,4201098000000,4.2011
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2019,Quý 2,1442192000000,1.4422
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2019,Quý 3,3319853000000,3.3199
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2019,Quý 4,5738438000000,5.7384
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2022,Quý 1,2615102000000,2.6151
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2022,Quý 2,2454270000000,2.4543
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2022,Quý 3,3560268000000,3.5603
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2022,Quý 4,7461086000000,7.4611
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2023,Quý 1,2543081000000,2.5431
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2023,Quý 2,3206130000000,3.2061
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2023,Quý 3,3375478000000,3.3755
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ngãi,2023,Quý 4,8785648000000,8.7856
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2018,Quý 1,5276687000000,5.2767
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2018,Quý 2,4878914000000,4.8789
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2018,Quý 3,5175626000000,5.1756
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2018,Quý 4,0,0.0
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2020,Quý 1,4522000000000,4.522
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2020,Quý 2,5821733000000,5.8217
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2020,Quý 3,8576052000000,8.5761
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Ninh,2020,Quý 4,6259889000000,6.2599
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Trị,2021,Quý 1,1900293000000,1.9003
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Trị,2021,Quý 2,1943230000000,1.9432
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Trị,2021,Quý 3,2400788000000,2.4008
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Trị,2021,Quý 4,5775981000000,5.776
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Trị,2023,Quý 1,3140254000000,3.1403
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Trị,2023,Quý 2,2014669000000,2.0147
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Trị,2023,Quý 3,2417338000000,2.4173
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Quảng Trị,2023,Quý 4,5571534000000,5.5715
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),TP Hồ Chí Minh,2019,Quý 1,12845092000000,12.8451
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),TP Hồ Chí Minh,2019,Quý 2,10827762000000,10.8278
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),TP Hồ Chí Minh,2019,Quý 3,18542101000000,18.5421
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),TP Hồ Chí Minh,2019,Quý 4,34671512000000,34.6715
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),TP Hồ Chí Minh,2023,Quý 1,9599636000000,9.5996
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),TP Hồ Chí Minh,2023,Quý 2,35189539000000,35.1895
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),TP Hồ Chí Minh,2023,Quý 3,12262782000000,12.2628
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),TP Hồ Chí Minh,2023,Quý 4,31123048000000,31.123
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2018,Quý 1,6078629000000,6.0786
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2018,Quý 2,7340579000000,7.3406
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2018,Quý 3,8240370000000,8.2404
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2018,Quý 4,8902569000000,8.9026
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2020,Quý 1,7755209000000,7.7552
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2020,Quý 2,9501960000000,9.502
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2020,Quý 3,9188021000000,9.188
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thanh Hóa,2020,Quý 4,10558646000000,10.5586
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thái Nguyên,2023,Quý 1,2361539000000,2.3615
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thái Nguyên,2023,Quý 2,4014033000000,4.014
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thái Nguyên,2023,Quý 3,3302921000000,3.3029
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Thái Nguyên,2023,Quý 4,9382050000000,9.382
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2018,Quý 1,1728133000000,1.7281
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2018,Quý 2,1751480000000,1.7515
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2018,Quý 3,1654423000000,1.6544
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2018,Quý 4,1979218000000,1.9792
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2019,Quý 1,1932465000000,1.9325
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2019,Quý 2,1754216000000,1.7542
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2019,Quý 3,1672722000000,1.6727
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2019,Quý 4,2836512000000,2.8365
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2021,Quý 1,8380745000000,8.3807
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2021,Quý 2,0,0.0
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2021,Quý 3,0,0.0
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tuyên Quang,2021,Quý 4,2195395000000,2.1954
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tây Ninh,2019,Quý 1,1873820000000,1.8738
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tây Ninh,2019,Quý 2,2246819000000,2.2468
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tây Ninh,2019,Quý 3,2143873000000,2.1439
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tây Ninh,2019,Quý 4,5296074000000,5.2961
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tây Ninh,2020,Quý 1,2652655000000,2.6527
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tây Ninh,2020,Quý 2,2839860000000,2.8399
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tây Ninh,2020,Quý 3,2282223000000,2.2822
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Tây Ninh,2020,Quý 4,5395611000000,5.3956
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Vĩnh Long,2018,Quý 1,1170042000000,1.17
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Vĩnh Long,2018,Quý 2,2326724000000,2.3267
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Vĩnh Long,2018,Quý 3,1981045000000,1.981
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Vĩnh Long,2018,Quý 4,2579722000000,2.5797
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Vĩnh Long,2019,Quý 1,1374613000000,1.3746
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Vĩnh Long,2019,Quý 2,2547507000000,2.5475
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Vĩnh Long,2019,Quý 3,668152000000,0.6682
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Vĩnh Long,2019,Quý 4,3537063000000,3.5371
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Điện Biên,2018,Quý 1,1581442000000,1.5814
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Điện Biên,2018,Quý 2,2541793000000,2.5418
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Điện Biên,2018,Quý 3,1512292000000,1.5123
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Điện Biên,2018,Quý 4,3723900000000,3.7239
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Điện Biên,2019,Quý 1,1832414000000,1.8324
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Điện Biên,2019,Quý 2,2221086000000,2.2211
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Điện Biên,2019,Quý 3,1836200000000,1.8362
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Điện Biên,2019,Quý 4,3536369000000,3.5364
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Điện Biên,2020,Quý 1,1990691000000,1.9907
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Điện Biên,2020,Quý 2,2248809000000,2.2488
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Điện Biên,2020,Quý 3,3590399000000,3.5904
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Điện Biên,2020,Quý 4,3064394000000,3.0644
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Điện Biên,2021,Quý 1,1781605000000,1.7816
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Điện Biên,2021,Quý 2,2266495000000,2.2665
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Điện Biên,2021,Quý 3,2091837000000,2.0918
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Điện Biên,2021,Quý 4,3887763000000,3.8878
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đà Nẵng,2018,Quý 1,3869000000000,3.869
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đà Nẵng,2018,Quý 2,3277000000000,3.277
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đà Nẵng,2018,Quý 3,1308500000000,1.3085
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đà Nẵng,2018,Quý 4,6916500000000,6.9165
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đà Nẵng,2020,Quý 1,5563580000000,5.5636
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đà Nẵng,2020,Quý 2,3682920000000,3.6829
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đà Nẵng,2020,Quý 3,3341500000000,3.3415
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đà Nẵng,2020,Quý 4,8001419000000,8.0014
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đà Nẵng,2021,Quý 1,6296351000000,6.2964
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đà Nẵng,2021,Quý 2,4185026000000,4.185
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đà Nẵng,2021,Quý 3,3284124000000,3.2841
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đà Nẵng,2021,Quý 4,3780190000000,3.7802
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đà Nẵng,2023,Quý 1,5391722000000,5.3917
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đà Nẵng,2023,Quý 2,2745812000000,2.7458
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đà Nẵng,2023,Quý 3,3141571000000,3.1416
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đà Nẵng,2023,Quý 4,5120572000000,5.1206
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đắk Lắk,2019,Quý 1,16165047000000,16.165
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đắk Lắk,2019,Quý 2,0,0.0
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đắk Lắk,2019,Quý 3,0,0.0
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đắk Lắk,2019,Quý 4,447746000000,0.4477
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đắk Lắk,2021,Quý 1,4465269000000,4.4653
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đắk Lắk,2021,Quý 2,3475805000000,3.4758
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đắk Lắk,2021,Quý 3,3826555000000,3.8266
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đắk Lắk,2021,Quý 4,6272419000000,6.2724
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đồng Nai,2021,Quý 1,4061712000000,4.0617
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đồng Nai,2021,Quý 2,6560141000000,6.5601
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đồng Nai,2021,Quý 3,5254873000000,5.2549
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đồng Nai,2021,Quý 4,11504534000000,11.5045
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đồng Tháp,2023,Quý 1,5873364000000,5.8734
CHI NSĐP,B61,ƯỚC THỰC HIỆN QUÝ (dòng tiền quý),Đồng Tháp,2023,Quý 2,3294615000000,3.2946
